Time,Cond.corr.mS.cm,Ct.mS.cm,Temp.deg.C
2024-07-15 10:49:10,0.07224881,0.04726115,7.707214
2024-07-15 10:49:12,0.07224881,0.04726115,7.707214
2024-07-15 10:49:14,0.07220543,0.04726089,7.726685
2024-07-15 10:49:16,0.07216923,0.04725124,7.73642
2024-07-15 10:49:18,0.07216122,0.04723195,7.726685
2024-07-15 10:49:20,0.07213976,0.04723195,7.73642
2024-07-15 10:49:22,0.07216923,0.04725124,7.73642
2024-07-15 10:49:24,0.0721047,0.04725124,7.765717
2024-07-15 10:49:26,0.0721975,0.04724159,7.716919
2024-07-15 10:49:28,0.07211153,0.04724159,7.75592
2024-07-15 10:49:30,0.07206856,0.04724159,7.775452
2024-07-15 10:49:32,0.07215449,0.04724159,7.73642
2024-07-15 10:49:34,0.0721975,0.04724159,7.716919
2024-07-15 10:49:36,0.0721975,0.04724159,7.716919
2024-07-15 10:49:38,0.07212503,0.0472223,7.73642
2024-07-15 10:49:40,0.07213976,0.04723195,7.73642
2024-07-15 10:49:42,0.07216801,0.0472223,7.716919
2024-07-15 10:49:44,0.07222574,0.04723195,7.697449
2024-07-15 10:49:46,0.07212503,0.0472223,7.73642
2024-07-15 10:49:48,0.07206748,0.04721273,7.75592
2024-07-15 10:49:50,0.07217487,0.04721273,7.707184
2024-07-15 10:49:52,0.07215339,0.04721273,7.716919
2024-07-15 10:49:54,0.0720889,0.04721273,7.746185
2024-07-15 10:49:56,0.07214648,0.0472223,7.726685
2024-07-15 10:49:58,0.07214648,0.0472223,7.726685
2024-07-15 10:50:00,0.07204594,0.04721273,7.765717
2024-07-15 10:50:02,0.07207417,0.04720309,7.746185
2024-07-15 10:50:04,0.07217487,0.04721273,7.707184
2024-07-15 10:50:06,0.07211713,0.04720309,7.726685
2024-07-15 10:50:08,0.07216012,0.04720309,7.707184
2024-07-15 10:50:10,0.07203804,0.04719345,7.75592
2024-07-15 10:50:12,0.07210916,0.0471838,7.716919
2024-07-15 10:50:14,0.0720165,0.04719345,7.765717
2024-07-15 10:50:16,0.07212391,0.04719345,7.716919
2024-07-15 10:50:18,0.07212391,0.04719345,7.716919
2024-07-15 10:50:20,0.07208095,0.04719345,7.73642
2024-07-15 10:50:22,0.0721024,0.04719345,7.726685
2024-07-15 10:50:24,0.07212391,0.04719345,7.716919
2024-07-15 10:50:26,0.07205946,0.04719345,7.746185
2024-07-15 10:50:28,0.0721024,0.04719345,7.726685
2024-07-15 10:50:30,0.07208095,0.04719345,7.73642
2024-07-15 10:50:32,0.07212391,0.04719345,7.716919
2024-07-15 10:50:34,0.07212391,0.04719345,7.716919
2024-07-15 10:50:36,0.07208095,0.04719345,7.73642
2024-07-15 10:50:38,0.07215211,0.0471838,7.697449
2024-07-15 10:50:40,0.0721024,0.04719345,7.726685
2024-07-15 10:50:42,0.07200178,0.0471838,7.765717
2024-07-15 10:50:44,0.07208765,0.0471838,7.726685
2024-07-15 10:50:46,0.07205805,0.04716434,7.726624
2024-07-15 10:50:48,0.07208076,0.04719328,7.736389
2024-07-15 10:50:50,0.07208753,0.04718363,7.726624
2024-07-15 10:50:52,0.07209424,0.04717398,7.716888
2024-07-15 10:50:54,0.07207279,0.04717398,7.726624
2024-07-15 10:50:56,0.0721373,0.04717398,7.697357
2024-07-15 10:50:58,0.07209424,0.04717398,7.716888
2024-07-15 10:51:00,0.0721157,0.04717398,7.707153
2024-07-15 10:51:02,0.07201514,0.04716434,7.746124
2024-07-15 10:51:04,0.07205805,0.04716434,7.726624
2024-07-15 10:51:06,0.07209424,0.04717398,7.716888
2024-07-15 10:51:08,0.0721373,0.04717398,7.697357
2024-07-15 10:51:10,0.07202987,0.04717398,7.746124
2024-07-15 10:51:12,0.07209424,0.04717398,7.716888
2024-07-15 10:51:14,0.0719936,0.04716434,7.75592
2024-07-15 10:51:16,0.0721373,0.04717398,7.697357
2024-07-15 10:51:18,0.07210094,0.04716434,7.707153
2024-07-15 10:51:20,0.07208619,0.04715468,7.707153
2024-07-15 10:51:22,0.07203656,0.04716434,7.736389
2024-07-15 10:51:24,0.07211445,0.04714504,7.687653
2024-07-15 10:51:26,0.07205805,0.04716434,7.726624
2024-07-15 10:51:28,0.07203656,0.04716434,7.736389
2024-07-15 10:51:30,0.07210779,0.04715468,7.697357
2024-07-15 10:51:32,0.07205805,0.04716434,7.726624
2024-07-15 10:51:34,0.07210779,0.04715468,7.697357
2024-07-15 10:51:36,0.07205001,0.04714504,7.716888
2024-07-15 10:51:38,0.07209304,0.04714504,7.697357
2024-07-15 10:51:40,0.07202857,0.04714504,7.726624
2024-07-15 10:51:42,0.07209304,0.04714504,7.697357
2024-07-15 10:51:44,0.07205001,0.04714504,7.716888
2024-07-15 10:51:46,0.07205001,0.04714504,7.716888
2024-07-15 10:51:48,0.07209304,0.04714504,7.697357
2024-07-15 10:51:50,0.07207145,0.04714504,7.707153
2024-07-15 10:51:52,0.07211445,0.04714504,7.687653
2024-07-15 10:51:54,0.07209304,0.04714504,7.697357
2024-07-15 10:51:56,0.07197642,0.04709689,7.716888
2024-07-15 10:51:58,0.07200708,0.04714504,7.736389
2024-07-15 10:52:00,0.07209304,0.04714504,7.697357
2024-07-15 10:52:02,0.07213606,0.04714504,7.677856
2024-07-15 10:52:04,0.07213606,0.04714504,7.677856
2024-07-15 10:52:06,0.07209304,0.04714504,7.697357
2024-07-15 10:52:08,0.07214273,0.04713539,7.668152
2024-07-15 10:52:10,0.07204209,0.04712583,7.707153
2024-07-15 10:52:12,0.07204209,0.04712583,7.707153
2024-07-15 10:52:14,0.07202065,0.04712583,7.716888
2024-07-15 10:52:16,0.07208507,0.04712583,7.687653
2024-07-15 10:52:18,0.07208501,0.04712566,7.687561
2024-07-15 10:52:20,0.07210649,0.04712566,7.677826
2024-07-15 10:52:22,0.07195616,0.04712566,7.746094
2024-07-15 10:52:24,0.07201384,0.04713531,7.726563
2024-07-15 10:52:26,0.07207824,0.04713531,7.697327
2024-07-15 10:52:28,0.07205678,0.04713531,7.707062
2024-07-15 10:52:30,0.07204203,0.04712566,7.707062
2024-07-15 10:52:32,0.07198548,0.04714487,7.746094
2024-07-15 10:52:34,0.07201384,0.04713531,7.726563
2024-07-15 10:52:36,0.07209977,0.04713531,7.687561
2024-07-15 10:52:38,0.07206348,0.04712566,7.697327
2024-07-15 10:52:40,0.07206348,0.04712566,7.697327
2024-07-15 10:52:42,0.07208501,0.04712566,7.687561
2024-07-15 10:52:44,0.07200579,0.04711602,7.716827
2024-07-15 10:52:46,0.07206348,0.04712566,7.697327
2024-07-15 10:52:48,0.07204203,0.04712566,7.707062
2024-07-15 10:52:50,0.07206348,0.04712566,7.697327
2024-07-15 10:52:52,0.07200579,0.04711602,7.716827
2024-07-15 10:52:54,0.07209173,0.04711602,7.677826
2024-07-15 10:52:56,0.07213477,0.04711602,7.658325
2024-07-15 10:52:58,0.07210649,0.04712566,7.677826
2024-07-15 10:53:00,0.07204873,0.04711602,7.697327
2024-07-15 10:53:02,0.07208501,0.04712566,7.687561
2024-07-15 10:53:04,0.07209173,0.04711602,7.677826
2024-07-15 10:53:06,0.07207026,0.04711602,7.687561
2024-07-15 10:53:08,0.07196289,0.04711602,7.736328
2024-07-15 10:53:10,0.07202729,0.04711602,7.707062
2024-07-15 10:53:12,0.07210649,0.04712566,7.677826
2024-07-15 10:53:14,0.07196962,0.04710637,7.726563
2024-07-15 10:53:16,0.07209843,0.04710637,7.668091
2024-07-15 10:53:18,0.07209843,0.04710637,7.668091
2024-07-15 10:53:20,0.07207696,0.04710637,7.677826
2024-07-15 10:53:22,0.07193343,0.04709673,7.736328
2024-07-15 10:53:24,0.07205549,0.04710637,7.687561
2024-07-15 10:53:26,0.07199779,0.04709673,7.707062
2024-07-15 10:53:28,0.07209047,0.04708708,7.658325
2024-07-15 10:53:30,0.07199779,0.04709673,7.707062
2024-07-15 10:53:32,0.07204745,0.04708708,7.677826
2024-07-15 10:53:34,0.07210524,0.04709673,7.658325
2024-07-15 10:53:36,0.07198305,0.04708708,7.707062
2024-07-15 10:53:38,0.07198305,0.04708708,7.707062
2024-07-15 10:53:40,0.07211196,0.04708708,7.64859
2024-07-15 10:53:42,0.07200447,0.04708708,7.697327
2024-07-15 10:53:44,0.07206221,0.04709673,7.677826
2024-07-15 10:53:46,0.07194015,0.04708708,7.726563
2024-07-15 10:53:48,0.07208368,0.04709673,7.668091
2024-07-15 10:53:50,0.07206899,0.04708699,7.667999
