Time,Cond.corr.mS.cm,Ct.mS.cm,Temp.deg.C
2024-08-18 10:05:40,0.1934108,0.1381856,10.72333
2024-08-18 10:05:42,0.2174112,0.1555948,10.78354
2024-08-18 10:05:44,0.2215185,0.158401,10.75345
2024-08-18 10:05:46,0.2241639,0.1602026,10.73337
2024-08-18 10:05:48,0.2212993,0.1582885,10.76346
2024-08-18 10:05:50,0.2226827,0.1591886,10.74338
2024-08-18 10:05:52,0.2265327,0.1618955,10.73337
2024-08-18 10:05:54,0.2170635,0.1552588,10.76346
2024-08-18 10:05:56,0.216559,0.154811,10.74338
2024-08-18 10:05:58,0.216498,0.154811,10.75345
2024-08-18 10:06:00,0.2125564,0.1519071,10.73337
2024-08-18 10:06:02,0.209148,0.1496812,10.78354
2024-08-18 10:06:04,0.2075774,0.1483488,10.73337
2024-08-18 10:06:06,0.2034354,0.1454703,10.75345
2024-08-18 10:06:08,0.1986143,0.1419432,10.73337
2024-08-18 10:06:10,0.1964508,0.1405152,10.76346
2024-08-18 10:06:12,0.1859708,0.1329073,10.73337
2024-08-18 10:06:14,0.1868988,0.1334955,10.71332
2024-08-18 10:06:16,0.1790018,0.1279267,10.73337
2024-08-18 10:06:18,0.1742283,0.1245501,10.74338
2024-08-18 10:06:20,0.1781654,0.1273646,10.74338
2024-08-18 10:06:22,0.1654193,0.1181534,10.71332
2024-08-18 10:06:24,0.1658139,0.1186016,10.76346
2024-08-18 10:06:26,0.158351,0.1132634,10.7634
2024-08-18 10:06:28,0.1556596,0.1113696,10.77344
2024-08-18 10:06:30,0.1557618,0.1113801,10.75336
2024-08-18 10:06:32,0.1537995,0.1100078,10.7634
2024-08-18 10:06:34,0.1414609,0.1010689,10.72327
2024-08-18 10:06:36,0.1356694,0.09704,10.7634
2024-08-18 10:06:38,0.1466159,0.1048696,10.7634
2024-08-18 10:06:40,0.141706,0.1013293,10.75336
2024-08-18 10:06:42,0.1299901,0.09295167,10.75336
2024-08-18 10:06:44,0.1354939,0.09683292,10.73331
2024-08-18 10:06:46,0.1248385,0.08936816,10.79352
2024-08-18 10:06:48,0.1306735,0.09346655,10.7634
2024-08-18 10:06:50,0.1193184,0.08534459,10.7634
2024-08-18 10:06:52,0.1177628,0.08418465,10.74332
2024-08-18 10:06:54,0.1155387,0.08264115,10.7634
2024-08-18 10:06:56,0.1118365,0.07994814,10.74332
2024-08-18 10:06:58,0.1134421,0.08114152,10.7634
2024-08-18 10:07:00,0.1140896,0.08162757,10.77344
2024-08-18 10:07:02,0.1105709,0.07911,10.77344
2024-08-18 10:07:04,0.1063467,0.07610907,10.78348
2024-08-18 10:07:06,0.1037688,0.07422247,10.7634
2024-08-18 10:07:08,0.1039042,0.07440285,10.80359
2024-08-18 10:07:10,0.1022575,0.07312099,10.75336
2024-08-18 10:07:12,0.1012221,0.07240096,10.7634
2024-08-18 10:07:14,0.09747009,0.06969766,10.75336
2024-08-18 10:07:16,0.09358088,0.06693541,10.7634
2024-08-18 10:07:18,0.09125251,0.06525167,10.75336
2024-08-18 10:07:20,0.09129808,0.06532092,10.77344
2024-08-18 10:07:22,0.09232011,0.06603361,10.7634
2024-08-18 10:07:24,0.0907314,0.06491549,10.77344
2024-08-18 10:07:26,0.08880982,0.06352282,10.7634
2024-08-18 10:07:28,0.09017184,0.06446081,10.74332
2024-08-18 10:07:30,0.08798811,0.06297041,10.78348
2024-08-18 10:07:32,0.08718942,0.06239881,10.78348
2024-08-18 10:07:34,0.08414285,0.06011715,10.72327
2024-08-18 10:07:36,0.08411106,0.06019572,10.78348
2024-08-18 10:07:38,0.08391516,0.06003868,10.77344
2024-08-18 10:07:40,0.08338249,0.05972459,10.81363
2024-08-18 10:07:42,0.08386809,0.06003868,10.79352
2024-08-18 10:07:44,0.08211491,0.05873416,10.7634
2024-08-18 10:07:46,0.08105614,0.05796058,10.75336
2024-08-18 10:07:48,0.08183218,0.05849907,10.74332
2024-08-18 10:07:50,0.0797479,0.05704112,10.7634
2024-08-18 10:07:52,0.0819867,0.05867539,10.78348
2024-08-18 10:07:54,0.07953065,0.05693364,10.79352
2024-08-18 10:07:56,0.07988072,0.0571682,10.78348
2024-08-18 10:07:58,0.07838997,0.05613275,10.80353
2024-08-18 10:08:00,0.0758926,0.05432922,10.79349
2024-08-18 10:08:02,0.07741956,0.05539123,10.77341
2024-08-18 10:08:04,0.07651841,0.05477722,10.79349
2024-08-18 10:08:06,0.07609861,0.05444613,10.77341
2024-08-18 10:08:08,0.0748386,0.05358972,10.80353
2024-08-18 10:08:10,0.07542434,0.05397885,10.78345
2024-08-18 10:08:12,0.07344032,0.05261794,10.82361
2024-08-18 10:08:14,0.07452735,0.05333691,10.78345
2024-08-18 10:08:16,0.07352275,0.05261794,10.78345
2024-08-18 10:08:18,0.07320412,0.05237522,10.77341
2024-08-18 10:08:20,0.07375341,0.05278303,10.78345
2024-08-18 10:08:22,0.07325173,0.05239457,10.76337
2024-08-18 10:08:24,0.07257336,0.0519385,10.78345
2024-08-18 10:08:26,0.07228199,0.05174449,10.79349
2024-08-18 10:08:28,0.07274295,0.05201605,10.75333
2024-08-18 10:08:30,0.07173363,0.05136634,10.80353
2024-08-18 10:08:32,0.07161175,0.05127906,10.80353
2024-08-18 10:08:34,0.07190245,0.05144391,10.77341
2024-08-18 10:08:36,0.07135348,0.05103682,10.76337
2024-08-18 10:08:38,0.07118514,0.05095929,10.79349
2024-08-18 10:08:40,0.07094952,0.05083336,10.82361
2024-08-18 10:08:42,0.07035272,0.05034925,10.78345
2024-08-18 10:08:44,0.06988222,0.05006867,10.82361
2024-08-18 10:08:46,0.07014995,0.05020414,10.78345
2024-08-18 10:08:48,0.07038601,0.05035895,10.77341
2024-08-18 10:08:50,0.06982072,0.05001063,10.8136
2024-08-18 10:08:52,0.07002211,0.05012671,10.79349
2024-08-18 10:08:54,0.06971873,0.04992353,10.80353
2024-08-18 10:08:56,0.06966323,0.04985581,10.78345
2024-08-18 10:08:58,0.0694816,0.04973977,10.79349
2024-08-18 10:09:00,0.069165,0.04952702,10.80353
2024-08-18 10:09:02,0.06925951,0.0495947,10.80353
2024-08-18 10:09:04,0.06894138,0.04935305,10.79349
2024-08-18 10:09:06,0.06915748,0.04950774,10.79349
2024-08-18 10:09:08,0.06925619,0.0495367,10.76337
2024-08-18 10:09:10,0.06877755,0.04920815,10.77341
2024-08-18 10:09:12,0.0687177,0.04917912,10.78345
2024-08-18 10:09:14,0.06867915,0.04917912,10.80353
2024-08-18 10:09:16,0.06838241,0.04896663,10.80353
2024-08-18 10:09:18,0.06850747,0.04901491,10.77341
2024-08-18 10:09:20,0.06851727,0.04906319,10.80353
2024-08-18 10:09:22,0.0682127,0.0488314,10.79349
2024-08-18 10:09:24,0.06805083,0.04871553,10.79349
2024-08-18 10:09:26,0.06797456,0.04871553,10.83365
2024-08-18 10:09:28,0.06816655,0.04881206,10.80353
2024-08-18 10:09:30,0.06821737,0.0488622,10.8136
2024-08-18 10:09:32,0.06796446,0.04864005,10.78345
2024-08-18 10:09:34,0.06782409,0.04855321,10.79349
2024-08-18 10:09:36,0.06799384,0.04868839,10.80353
2024-08-18 10:09:38,0.06759731,0.04841806,10.8136
2024-08-18 10:09:40,0.0675948,0.04838907,10.79349
2024-08-18 10:09:42,0.06722819,0.04816717,10.82364
2024-08-18 10:09:44,0.06746264,0.0483216,10.8136
2024-08-18 10:09:46,0.06743024,0.04831193,10.82364
2024-08-18 10:09:48,0.06710169,0.04808997,10.83365
2024-08-18 10:09:50,0.06741413,0.04827328,10.80353
2024-08-18 10:09:52,0.06704497,0.04802243,10.8136
2024-08-18 10:09:54,0.06739808,0.04823471,10.78345
2024-08-18 10:09:56,0.06709342,0.0480032,10.77341
2024-08-18 10:09:58,0.06731981,0.04820573,10.80353
2024-08-18 10:10:00,0.06705846,0.04803209,10.8136
2024-08-18 10:10:02,0.0668864,0.04793567,10.83365
2024-08-18 10:10:04,0.06706915,0.04801277,10.79349
2024-08-18 10:10:06,0.06720933,0.04809963,10.78345
2024-08-18 10:10:08,0.06661414,0.04771384,10.8136
2024-08-18 10:10:10,0.0668349,0.0478585,10.80353
2024-08-18 10:10:12,0.06664712,0.04779099,10.85376
2024-08-18 10:10:14,0.06716088,0.04811895,10.82364
2024-08-18 10:10:16,0.06690791,0.04796457,10.84372
2024-08-18 10:10:18,0.06662241,0.04773314,10.82364
2024-08-18 10:10:20,0.06702349,0.04799354,10.80353
2024-08-18 10:10:22,0.06685945,0.04791636,10.83365
2024-08-18 10:10:24,0.06655515,0.04768496,10.82364
2024-08-18 10:10:26,0.06705578,0.0480032,10.79349
2024-08-18 10:10:28,0.06640706,0.04757886,10.82364
2024-08-18 10:10:30,0.06643089,0.0475692,10.80353
2024-08-18 10:10:32,0.06712577,0.04808031,10.8136
2024-08-18 10:10:34,0.06692919,0.04792602,10.80353
2024-08-18 10:10:36,0.06649829,0.04761747,10.80353
2024-08-18 10:10:38,0.06634495,0.04752102,10.8136
2024-08-18 10:10:40,0.06626422,0.0474632,10.8136
2024-08-18 10:10:42,0.06663885,0.04777168,10.84372
2024-08-18 10:10:44,0.06654168,0.0476753,10.82364
2024-08-18 10:10:46,0.0663533,0.04754033,10.82364
2024-08-18 10:10:48,0.06627259,0.04748251,10.82364
2024-08-18 10:10:50,0.06686991,0.04789704,10.8136
2024-08-18 10:10:52,0.06642054,0.04758851,10.82364
2024-08-18 10:10:54,0.0663968,0.04759816,10.84372
2024-08-18 10:10:56,0.066049,0.04730905,10.8136
2024-08-18 10:10:58,0.06615993,0.04741503,10.83365
2024-08-18 10:11:00,0.06605412,0.04729941,10.80353
2024-08-18 10:11:02,0.06645414,0.04755921,10.78348
2024-08-18 10:11:04,0.06619644,0.04741469,10.81363
2024-08-18 10:11:06,0.06638473,0.04754956,10.81363
2024-08-18 10:11:08,0.06647378,0.0476267,10.82367
2024-08-18 10:11:10,0.06631236,0.04751104,10.82367
2024-08-18 10:11:12,0.0658769,0.04721231,10.83374
2024-08-18 10:11:14,0.06645001,0.04763635,10.84375
2024-08-18 10:11:16,0.06605341,0.04729898,10.80359
2024-08-18 10:11:18,0.06596766,0.04725082,10.81363
2024-08-18 10:11:20,0.06629702,0.04753999,10.85379
2024-08-18 10:11:22,0.06598616,0.04725082,10.80359
2024-08-18 10:11:24,0.06614762,0.04736644,10.80359
2024-08-18 10:11:26,0.06571561,0.04709673,10.83374
2024-08-18 10:11:28,0.06617788,0.04741469,10.82367
2024-08-18 10:11:30,0.06580972,0.04716417,10.83374
2024-08-18 10:11:32,0.06589542,0.04721231,10.82367
2024-08-18 10:11:34,0.06584667,0.04716417,10.81363
2024-08-18 10:11:36,0.06609196,0.04736644,10.83374
2024-08-18 10:11:38,0.0659946,0.04727012,10.81363
2024-08-18 10:11:40,0.06607025,0.04733757,10.82367
2024-08-18 10:11:42,0.06606515,0.04734723,10.83374
2024-08-18 10:11:44,0.06592224,0.04723153,10.82367
2024-08-18 10:11:46,0.06580128,0.04714487,10.82367
2024-08-18 10:11:48,0.06601129,0.04730863,10.83374
2024-08-18 10:11:50,0.06610042,0.04738574,10.84375
2024-08-18 10:11:52,0.06565331,0.04703885,10.82367
2024-08-18 10:11:54,0.06569219,0.04710628,10.85379
2024-08-18 10:11:56,0.06586849,0.04719302,10.82367
2024-08-18 10:11:58,0.06561516,0.04707744,10.8739
2024-08-18 10:12:00,0.06590721,0.04726047,10.85379
2024-08-18 10:12:02,0.06589542,0.04721231,10.82367
2024-08-18 10:12:04,0.06592224,0.04723153,10.82367
2024-08-18 10:12:06,0.0657609,0.04711593,10.82367
2024-08-18 10:12:08,0.06558612,0.04699071,10.82367
2024-08-18 10:12:10,0.0658769,0.04721231,10.83374
2024-08-18 10:12:12,0.0657928,0.04712558,10.81363
2024-08-18 10:12:14,0.06564832,0.0470485,10.83374
2024-08-18 10:12:16,0.06579626,0.04715452,10.83374
2024-08-18 10:12:18,0.06567678,0.04702929,10.80359
2024-08-18 10:12:20,0.06590544,0.04719302,10.80359
2024-08-18 10:12:22,0.06553592,0.04698106,10.84375
2024-08-18 10:12:24,0.06575096,0.04713522,10.84375
2024-08-18 10:12:26,0.06578123,0.04718338,10.86386
2024-08-18 10:12:28,0.06584837,0.04723153,10.86386
2024-08-18 10:12:30,0.06560662,0.04705814,10.86386
2024-08-18 10:12:32,0.06549568,0.04695222,10.84375
2024-08-18 10:12:34,0.06565643,0.04706753,10.84381
2024-08-18 10:12:36,0.06583948,0.04721198,10.85385
2024-08-18 10:12:38,0.06565285,0.0470386,10.82373
2024-08-18 10:12:40,0.06567977,0.04705789,10.82373
2024-08-18 10:12:42,0.06584446,0.04720233,10.84381
2024-08-18 10:12:44,0.06548038,0.04698081,10.87396
2024-08-18 10:12:46,0.06544998,0.04693267,10.85385
2024-08-18 10:12:48,0.06549871,0.04698081,10.86392
2024-08-18 10:12:50,0.0655001,0.04694232,10.83377
2024-08-18 10:12:52,0.06554037,0.04697117,10.83377
2024-08-18 10:12:54,0.06557219,0.04698081,10.82373
2024-08-18 10:12:56,0.06544629,0.04690375,10.83377
2024-08-18 10:12:58,0.06548176,0.04694232,10.84381
2024-08-18 10:13:00,0.06558914,0.0470193,10.84381
2024-08-18 10:13:02,0.06573852,0.04708674,10.81366
2024-08-18 10:13:04,0.06544998,0.04693267,10.85385
2024-08-18 10:13:06,0.06574541,0.04714453,10.85385
2024-08-18 10:13:08,0.065544,0.0470001,10.85385
