Date.and.Time,Seconds,Temperature..C.,Pressure..kPa.,Depth..cm.,X,baro_meter,depth.m,discharge
2024-08-20T14:00:00Z,0,12.592,82.962,846.822,NA,8.1475628,0.3122382640000012,0.08935833386804266
2024-08-20T14:15:00Z,900,12.54,82.956,846.758,NA,8.1475628,0.3116264320000006,0.08918323589181511
2024-08-20T14:30:00Z,1800,12.643,82.953,846.731,NA,8.1373656,0.3215177159999989,0.09201398650749068
2024-08-20T14:45:00Z,2700,12.746,82.93,846.497,NA,8.1373656,0.3191723599999996,0.09134277759861924
2024-08-20T15:00:00Z,3600,12.901,82.954,846.743,NA,8.1475628,0.31142248799999983,0.08912486989973908
2024-08-20T15:15:00Z,4500,12.953,82.94,846.6,NA,8.1475628,0.30999487999999964,0.08871630795520848
2024-08-20T15:30:00Z,5400,13.108,82.918,846.378,NA,8.1475628,0.3077514960000016,0.08807428204237529
2024-08-20T15:45:00Z,6300,13.314,82.913,846.326,NA,8.1475628,0.30724163600000054,0.08792836706218549
2024-08-20T16:00:00Z,7200,13.417,82.921,846.403,NA,8.1475628,0.30805741200000014,0.08816183103048857
2024-08-20T16:15:00Z,8100,13.674,82.902,846.208,NA,8.1475628,0.30611994400000064,0.08760735410576866
2024-08-20T16:30:00Z,9000,13.88,82.912,846.312,NA,8.1475628,0.30713966400000103,0.08789918406614773
2024-08-20T16:45:00Z,9900,14.136,82.933,846.532,NA,8.1475628,0.3092810760000013,0.08851202698294366
2024-08-20T17:00:00Z,10800,14.444,82.941,846.611,NA,8.1475628,0.3100968520000009,0.08874549095124673
2024-08-20T17:15:00Z,11700,14.7,82.917,846.365,NA,8.1373656,0.3178467239999989,0.09096339865012637
2024-08-20T17:30:00Z,12600,15.007,82.91,846.289,NA,8.1475628,0.30693572000000025,0.08784081807407172
2024-08-20T17:45:00Z,13500,15.314,82.892,846.109,NA,8.1475628,0.30510022400000025,0.08731552414538957
2024-08-20T18:00:00Z,14400,15.62,82.9,846.189,NA,8.1475628,0.30591599999999985,0.08754898811369263
2024-08-20T18:15:00Z,15300,15.926,82.887,846.062,NA,8.1475628,0.30459036400000095,0.08716960916520028
2024-08-20T18:30:00Z,16200,16.282,82.902,846.208,NA,8.1373656,0.3163171439999992,0.090525653709558
2024-08-20T18:45:00Z,17100,16.587,82.833,845.511,NA,8.1373656,0.30928107599999777,0.08851202698294265
2024-08-20T19:00:00Z,18000,17.094,82.811,845.284,NA,8.1373656,0.30703769199999975,0.08787000107010948
2024-08-20T19:15:00Z,18900,17.398,82.845,845.626,NA,8.1373656,0.31050473999999895,0.08886222293539776
2024-08-20T19:30:00Z,19800,17.651,82.816,845.332,NA,8.1373656,0.30754755199999906,0.08801591605029876
2024-08-20T19:45:00Z,20700,17.752,82.788,845.048,NA,8.1373656,0.3046923359999987,0.08719879216123752
2024-08-20T20:00:00Z,21600,17.954,82.814,845.311,NA,8.1271684,0.3175408079999986,0.09087584966201259
2024-08-20T20:15:00Z,22500,18.256,82.786,845.031,NA,8.1271684,0.314685592,0.09005872577295186
2024-08-20T20:30:00Z,23400,18.307,82.762,844.785,NA,8.1271684,0.31223826399999943,0.08935833386804215
2024-08-20T20:45:00Z,24300,18.71,82.814,845.312,NA,8.1271684,0.3175408079999986,0.09087584966201259
2024-08-20T21:00:00Z,25200,19.112,82.764,844.801,NA,8.1271684,0.31244220799999844,0.08941669986011767
2024-08-20T21:15:00Z,26100,19.513,82.749,844.654,NA,8.1271684,0.31091262799999875,0.0889789549195493
2024-08-20T21:30:00Z,27000,19.814,82.758,844.739,NA,8.1271684,0.31183037599999786,0.08924160188389012
2024-08-20T21:45:00Z,27900,20.114,82.736,844.513,NA,8.1271684,0.30958699199999984,0.08859957597105693
2024-08-20T22:00:00Z,28800,20.314,82.756,844.725,NA,8.1169712,0.3218236319999992,0.09210153549560446
2024-08-20T22:15:00Z,29700,20.464,82.71,844.248,NA,8.1169712,0.3171329199999988,0.09075911767786106
2024-08-20T22:30:00Z,30600,20.614,82.724,844.395,NA,8.1169712,0.318560527999999,0.09116767962239168
2024-08-20T22:45:00Z,31500,20.664,82.725,844.409,NA,8.1169712,0.3186624999999985,0.09119686261842944
2024-08-20T23:00:00Z,32400,20.664,82.695,844.097,NA,8.1169712,0.3156033399999991,0.09032137273729268
2024-08-20T23:15:00Z,33300,20.464,82.689,844.04,NA,8.1169712,0.31499150799999853,0.09014627476106513
2024-08-20T23:30:00Z,34200,20.314,82.69,844.05,NA,8.1169712,0.3150934799999998,0.0901754577571034
2024-08-20T23:45:00Z,35100,20.164,82.655,843.695,NA,8.1169712,0.31152445999999934,0.08915405289577684
2024-08-21T00:00:00Z,36000,19.864,82.627,843.402,NA,8.1169712,0.30866924399999895,0.08833692900671561
2024-08-21T00:15:00Z,36900,19.614,82.635,843.487,NA,8.1169712,0.30948502000000033,0.08857039297501917
2024-08-21T00:30:00Z,37800,19.413,82.64,843.535,NA,8.106774,0.32019208,0.09163460755899833
2024-08-21T00:45:00Z,38700,19.162,82.623,843.36,NA,8.1169712,0.30826135599999915,0.08822019702256408
2024-08-21T01:00:00Z,39600,18.911,82.616,843.29,NA,8.1169712,0.30754755199999906,0.08801591605029876
2024-08-21T01:15:00Z,40500,18.559,82.637,843.504,NA,8.1169712,0.30968896399999934,0.0886287589670947
