Date.and.Time,Temperature..C.,discharge
2024-07-15T23:00:00Z,11.7,1.5699503262934669
2024-07-15T23:15:00Z,11.804,1.579700725296015
2024-07-15T23:30:00Z,11.907,1.5673562809093031
2024-07-15T23:45:00Z,11.907,1.5655159973474173
2024-07-16T00:00:00Z,12.011,1.586236387120788
2024-07-16T00:15:00Z,12.062,1.5845512482254085
2024-07-16T00:30:00Z,12.062,1.589338149175317
2024-07-16T00:45:00Z,12.011,1.5850827364471176
2024-07-16T01:00:00Z,11.907,1.5876311618972283
2024-07-16T01:15:00Z,11.804,1.5996195273255216
2024-07-16T01:30:00Z,11.752,1.6104782398865969
2024-07-16T01:45:00Z,11.648,1.601238442307364
2024-07-16T02:00:00Z,11.545,1.61834562014615
2024-07-16T02:15:00Z,11.441,1.6347883528621343
2024-07-16T02:30:00Z,11.337,1.6198523518977317
2024-07-16T02:45:00Z,11.181,1.6388436797551795
2024-07-16T03:00:00Z,11.078,1.6427005611627672
2024-07-16T03:15:00Z,10.922,1.625171419834737
2024-07-16T03:30:00Z,10.818,1.6560199096966457
2024-07-16T03:45:00Z,10.662,1.646026350295141
2024-07-16T04:00:00Z,10.505,1.6607193605519346
2024-07-16T04:15:00Z,10.401,1.6585918238791848
2024-07-16T04:30:00Z,10.297,1.6531839483167556
2024-07-16T04:45:00Z,10.193,1.6700710585425182
2024-07-16T05:00:00Z,10.036,1.670957041936716
2024-07-16T05:15:00Z,9.88,1.647157077874225
2024-07-16T05:30:00Z,9.775,1.6624254993732763
2024-07-16T05:45:00Z,9.671,1.668453274836332
2024-07-16T06:00:00Z,9.514,1.6805317488570577
2024-07-16T06:15:00Z,9.409,1.671690369470862
2024-07-16T06:30:00Z,9.305,1.6774302130576657
2024-07-16T06:45:00Z,9.2,1.6671915700885636
2024-07-16T07:00:00Z,9.147,1.6463622212205704
2024-07-16T07:15:00Z,9.043,1.677320009559801
2024-07-16T07:30:00Z,8.938,1.671491867421626
2024-07-16T07:45:00Z,8.885,1.6630695667717363
2024-07-16T08:00:00Z,8.833,1.681285850062029
2024-07-16T08:15:00Z,8.78,1.6850087564204197
2024-07-16T08:30:00Z,8.728,1.6608318266011224
2024-07-16T08:45:00Z,8.675,1.6576194085384726
2024-07-16T09:00:00Z,8.623,1.6687876185396155
2024-07-16T09:15:00Z,8.57,1.649774442299459
2024-07-16T09:30:00Z,8.57,1.664222878062707
