Date.and.Time,Temperature..C.,discharge
2024-07-15T23:00:00Z,10.264,0.5319320220027518
2024-07-15T23:15:00Z,10.264,0.4240845502263916
2024-07-15T23:30:00Z,10.211,0.46006208964565304
2024-07-15T23:45:00Z,10.159,0.4589412857354554
2024-07-16T00:00:00Z,10.159,0.3907178680980649
2024-07-16T00:15:00Z,10.053,0.4620569718376756
2024-07-16T00:30:00Z,9.842,0.5056763236278106
2024-07-16T00:45:00Z,9.789,0.4444462153214239
2024-07-16T01:00:00Z,9.578,0.48011529680638704
2024-07-16T01:15:00Z,9.472,0.4794083637024444
2024-07-16T01:30:00Z,9.208,0.6539830809087007
2024-07-16T01:45:00Z,9.155,0.5303943858404954
2024-07-16T02:00:00Z,8.996,0.5557779855717822
2024-07-16T02:15:00Z,8.89,0.6182034321229072
2024-07-16T02:30:00Z,8.624,0.6182671383496073
2024-07-16T02:45:00Z,8.571,0.6389834866199049
2024-07-16T03:00:00Z,8.518,0.556003346676554
2024-07-16T03:15:00Z,8.306,0.6876933204933798
2024-07-16T03:30:00Z,8.359,0.5603196736694569
2024-07-16T03:45:00Z,8.252,0.5810689214286059
2024-07-16T04:00:00Z,8.199,0.6426024290097796
2024-07-16T04:15:00Z,8.199,0.7347060029759971
2024-07-16T04:30:00Z,8.252,0.7493731004386808
2024-07-16T04:45:00Z,8.04,0.7621624036205678
2024-07-16T05:00:00Z,8.093,0.7026351306101897
2024-07-16T05:15:00Z,8.146,0.6868271397826006
2024-07-16T05:30:00Z,8.04,0.822920799956584
2024-07-16T05:45:00Z,8.093,0.7238189965828321
2024-07-16T06:00:00Z,7.826,0.726267478359847
2024-07-16T06:15:00Z,7.826,0.7172847787439439
2024-07-16T06:30:00Z,7.933,0.6899150799002965
2024-07-16T06:45:00Z,7.72,0.7441538506555776
2024-07-16T07:00:00Z,7.773,0.6510394910576326
2024-07-16T07:15:00Z,7.88,0.7213856129070078
2024-07-16T07:30:00Z,7.773,0.7473026190732837
2024-07-16T07:45:00Z,7.613,0.6978132232274799
2024-07-16T08:00:00Z,7.613,0.6834862591088802
2024-07-16T08:15:00Z,7.56,0.6275665234561051
2024-07-16T08:30:00Z,7.4,0.6583181466584757
2024-07-16T08:45:00Z,7.453,0.6664536385848494
2024-07-16T09:00:00Z,7.4,0.6838889271229944
2024-07-16T09:15:00Z,7.506,0.6266385237547001
2024-07-16T09:30:00Z,7.4,0.6771765198397842
2024-07-16T09:45:00Z,7.56,0.8192215979579839
2024-07-16T10:00:00Z,7.453,0.7014904760539951
2024-07-16T10:15:00Z,7.506,0.6166198038870132
2024-07-16T10:30:00Z,7.346,0.80044906874244
2024-07-16T10:45:00Z,7.293,0.6429963689825512
2024-07-16T11:00:00Z,7.293,0.763489427205731
2024-07-16T11:15:00Z,7.346,0.6468823354140923
2024-07-16T11:30:00Z,7.346,0.5914714397768411
2024-07-16T11:45:00Z,7.346,0.6419170379614914
2024-07-16T12:00:00Z,7.293,0.6050304180823374
2024-07-16T12:15:00Z,7.079,0.5444565857154853
2024-07-16T12:30:00Z,7.132,0.6219894458179496
2024-07-16T12:45:00Z,7.025,0.5630749880504035
2024-07-16T13:00:00Z,7.132,0.6561326652453381
2024-07-16T13:15:00Z,7.132,0.5702033625084593
2024-07-16T13:30:00Z,7.132,0.6743468645524547
2024-07-16T13:45:00Z,7.239,0.6156471570231064
2024-07-16T14:00:00Z,7.186,0.5827893069039677
2024-07-16T14:15:00Z,7.293,0.6643764497173265
2024-07-16T14:30:00Z,7.4,0.6101408522928427
2024-07-16T14:45:00Z,7.506,0.5143590646543454
2024-07-16T15:00:00Z,7.666,0.682103986736989
2024-07-16T15:15:00Z,7.773,0.6310824935438557
2024-07-16T15:30:00Z,8.146,0.5487044042178006
2024-07-16T15:45:00Z,8.359,0.5656578351854968
2024-07-16T16:00:00Z,8.571,0.5666933730292505
2024-07-16T16:15:00Z,8.784,0.527475117006812
2024-07-16T16:30:00Z,9.049,0.6018953646601436
2024-07-16T16:45:00Z,9.155,0.5345141640902409
2024-07-16T17:00:00Z,9.525,0.6195217321534007
2024-07-16T17:15:00Z,9.684,0.5708417554908165
2024-07-16T17:30:00Z,9.895,0.5198645371401194
2024-07-16T17:45:00Z,10.159,0.4754148568734747
2024-07-16T18:00:00Z,10.475,0.4241413143853872
2024-07-16T18:15:00Z,10.58,0.48651000037113606
2024-07-16T18:30:00Z,10.843,0.49111209991111
2024-07-16T18:45:00Z,10.843,0.473119857879251
2024-07-16T19:00:00Z,10.948,0.430152907356082
2024-07-16T19:15:00Z,10.895,0.44148495052892583
2024-07-16T19:30:00Z,10.685,0.4992630918792438
2024-07-16T19:45:00Z,10.632,0.45550723799331505
2024-07-16T20:00:00Z,10.422,0.4456437791264752
2024-07-16T20:15:00Z,10.106,0.40210319399349315
