Date.and.Time,Temperature..C.,discharge
2024-07-15T23:00:00Z,8.876,0.4731754572596406
2024-07-15T23:15:00Z,8.77,0.478680717152541
2024-07-15T23:30:00Z,8.77,0.4748105248707139
2024-07-15T23:45:00Z,8.61,0.4849873470228274
2024-07-16T00:00:00Z,8.504,0.48985123807661624
2024-07-16T00:15:00Z,8.451,0.4938490219832575
2024-07-16T00:30:00Z,8.397,0.48557468181570057
2024-07-16T00:45:00Z,8.344,0.4982746579731788
2024-07-16T01:00:00Z,8.237,0.5099271195982138
2024-07-16T01:15:00Z,8.131,0.5117012732435068
2024-07-16T01:30:00Z,8.024,0.5063559053459983
2024-07-16T01:45:00Z,7.917,0.4977294808170687
2024-07-16T02:00:00Z,7.757,0.5139995797979584
2024-07-16T02:15:00Z,7.703,0.5163189105993531
2024-07-16T02:30:00Z,7.596,0.5213009998690162
2024-07-16T02:45:00Z,7.489,0.5193976447414208
2024-07-16T03:00:00Z,7.382,0.5217392276471631
2024-07-16T03:15:00Z,7.275,0.5330071408259323
2024-07-16T03:30:00Z,7.168,0.5318525132012075
2024-07-16T03:45:00Z,7.114,0.5169293160681797
2024-07-16T04:00:00Z,7.007,0.5301105780693358
2024-07-16T04:15:00Z,6.953,0.5245943149100017
2024-07-16T04:30:00Z,6.846,0.532889815753105
2024-07-16T04:45:00Z,6.792,0.52628322556728
2024-07-16T05:00:00Z,6.738,0.5478775863415676
2024-07-16T05:15:00Z,6.684,0.5378399593665508
2024-07-16T05:30:00Z,6.684,0.5492141670659956
2024-07-16T05:45:00Z,6.631,0.55292367606654
2024-07-16T06:00:00Z,6.577,0.5292447164936742
2024-07-16T06:15:00Z,6.523,0.5241779572361217
2024-07-16T06:30:00Z,6.469,0.539614904297729
2024-07-16T06:45:00Z,6.415,0.5250545492210159
2024-07-16T07:00:00Z,6.415,0.5244677055711119
2024-07-16T07:15:00Z,6.361,0.5384392524260612
2024-07-16T07:30:00Z,6.361,0.5264875399142108
2024-07-16T07:45:00Z,6.361,0.5208211601685083
2024-07-16T08:00:00Z,6.307,0.5387487698648608
2024-07-16T08:15:00Z,6.254,0.5421482157122008
2024-07-16T08:30:00Z,6.254,0.5134878217269565
2024-07-16T08:45:00Z,6.2,0.5395193947577245
2024-07-16T09:00:00Z,6.2,0.5428221850648145
2024-07-16T09:15:00Z,6.2,0.5267551452877332
2024-07-16T09:30:00Z,6.2,0.5279520942635395
2024-07-16T09:45:00Z,6.2,0.5467774839060531
2024-07-16T10:00:00Z,6.2,0.5079297556452224
2024-07-16T10:15:00Z,6.146,0.5176472984865309
2024-07-16T10:30:00Z,6.146,0.5300370750622042
2024-07-16T10:45:00Z,6.146,0.5330632758726309
2024-07-16T11:00:00Z,6.092,0.5061129259344876
2024-07-16T11:15:00Z,6.038,0.5231319979897283
2024-07-16T11:30:00Z,5.984,0.538696945961954
2024-07-16T11:45:00Z,5.984,0.5086678345960252
2024-07-16T12:00:00Z,5.876,0.522832255959955
2024-07-16T12:15:00Z,5.876,0.5339723865138626
2024-07-16T12:30:00Z,5.822,0.5254733626097137
2024-07-16T12:45:00Z,5.822,0.5174555699777986
2024-07-16T13:00:00Z,5.768,0.5200217820486915
2024-07-16T13:15:00Z,5.768,0.526639102643752
2024-07-16T13:30:00Z,5.768,0.5241270064762567
2024-07-16T13:45:00Z,5.822,0.5113844906819373
2024-07-16T14:00:00Z,5.876,0.5157994508340644
2024-07-16T14:15:00Z,5.93,0.5160880804545243
2024-07-16T14:30:00Z,5.984,0.5248541367320672
2024-07-16T14:45:00Z,6.146,0.5032062057687813
2024-07-16T15:00:00Z,6.254,0.5295471325240277
2024-07-16T15:15:00Z,6.361,0.521422608799912
2024-07-16T15:30:00Z,6.577,0.5173067903917175
2024-07-16T15:45:00Z,6.738,0.5097594440513705
2024-07-16T16:00:00Z,6.899,0.5291949117340602
2024-07-16T16:15:00Z,7.114,0.5163985528935302
2024-07-16T16:30:00Z,7.329,0.5105715444379865
2024-07-16T16:45:00Z,7.489,0.5278798736852566
2024-07-16T17:00:00Z,7.703,0.5066054879018002
2024-07-16T17:15:00Z,7.917,0.5205033407495732
2024-07-16T17:30:00Z,8.184,0.5078354739626281
2024-07-16T17:45:00Z,8.397,0.5142174076975846
2024-07-16T18:00:00Z,8.61,0.5001816966730022
2024-07-16T18:15:00Z,8.876,0.5063060733006663
2024-07-16T18:30:00Z,9.089,0.4881865713812633
2024-07-16T18:45:00Z,9.248,0.5036231637285048
2024-07-16T19:00:00Z,9.407,0.4839426429195649
2024-07-16T19:15:00Z,9.513,0.4807672805229762
2024-07-16T19:30:00Z,9.407,0.4905158685917232
2024-07-16T19:45:00Z,9.301,0.49689780232668257
2024-07-16T20:00:00Z,9.301,0.4863575651181233
2024-07-16T20:15:00Z,9.619,0.4782331505368929
2024-07-16T20:30:00Z,9.724,0.49892801236465106
2024-07-16T20:45:00Z,9.513,0.48256196727224027
2024-07-16T21:00:00Z,9.407,0.5046367407471612
2024-07-16T21:15:00Z,9.248,0.5120450556247353
2024-07-16T21:30:00Z,9.142,0.48526611937710185
2024-07-16T21:45:00Z,9.035,0.48705124900310504
2024-07-16T22:00:00Z,9.035,0.4995046986054508
2024-07-16T22:15:00Z,9.142,0.4987882441874315
2024-07-16T22:30:00Z,9.195,0.5037806545805231
2024-07-16T22:45:00Z,9.142,0.5111997544387712
2024-07-16T23:00:00Z,9.142,0.49801860158049494
2024-07-16T23:15:00Z,9.089,0.506314920995204
2024-07-16T23:30:00Z,9.089,0.5023175190886465
2024-07-16T23:45:00Z,9.089,0.49357352391540665
2024-07-17T00:00:00Z,8.982,0.5290329460239288
2024-07-17T00:15:00Z,8.876,0.520577007471026
2024-07-17T00:30:00Z,8.77,0.4929744491416587
2024-07-17T00:45:00Z,8.663,0.5318338628119257
2024-07-17T01:00:00Z,8.504,0.5153601316271079
2024-07-17T01:15:00Z,8.451,0.5103570999676664
2024-07-17T01:30:00Z,8.291,0.5258691871796143
2024-07-17T01:45:00Z,8.131,0.5178728280804465
2024-07-17T02:00:00Z,8.077,0.5099617119692881
2024-07-17T02:15:00Z,7.917,0.538782625521491
2024-07-17T02:30:00Z,7.81,0.5257831801914378
2024-07-17T02:45:00Z,7.703,0.5389007691659241
2024-07-17T03:00:00Z,7.65,0.5079626290159256
2024-07-17T03:15:00Z,7.543,0.5332779386287162
2024-07-17T03:30:00Z,7.436,0.5623449148788117
2024-07-17T03:45:00Z,7.329,0.5430924644389115
2024-07-17T04:00:00Z,7.221,0.5312150735058042
2024-07-17T04:15:00Z,7.168,0.5112672747519871
2024-07-17T04:30:00Z,7.06,0.5240206846698632
2024-07-17T04:45:00Z,7.007,0.5209529265085168
2024-07-17T05:00:00Z,6.899,0.5475281759807807
2024-07-17T05:15:00Z,6.846,0.5537505997204235
2024-07-17T05:30:00Z,6.792,0.5408372159499881
2024-07-17T05:45:00Z,6.684,0.5273997065561091
2024-07-17T06:00:00Z,6.631,0.5506514143315439
2024-07-17T06:15:00Z,6.577,0.538732029475989
2024-07-17T06:30:00Z,6.523,0.5428049808186971
2024-07-17T06:45:00Z,6.415,0.5234551108383825
2024-07-17T07:00:00Z,6.415,0.5347548332447658
2024-07-17T07:15:00Z,6.361,0.5385287519864238
2024-07-17T07:30:00Z,6.307,0.5077724012218073
2024-07-17T07:45:00Z,6.307,0.522877660597421
2024-07-17T08:00:00Z,6.2,0.5230274224694265
2024-07-17T08:15:00Z,6.2,0.506714128994408
2024-07-17T08:30:00Z,6.2,0.5327022073881229
2024-07-17T08:45:00Z,6.146,0.5296440609214788
2024-07-17T09:00:00Z,6.146,0.5310554816533285
2024-07-17T09:15:00Z,6.038,0.5452411455499611
2024-07-17T09:30:00Z,6.038,0.5140047913705155
2024-07-17T09:45:00Z,5.984,0.5249189557589851
2024-07-17T10:00:00Z,5.93,0.5402171442150179
2024-07-17T10:15:00Z,5.93,0.5137376771399593
2024-07-17T10:30:00Z,5.93,0.5336218028671068
2024-07-17T10:45:00Z,5.822,0.5215840015099207
2024-07-17T11:00:00Z,5.876,0.5261703480668425
2024-07-17T11:15:00Z,5.768,0.5196822835255341
2024-07-17T11:30:00Z,5.768,0.519286431669913
2024-07-17T11:45:00Z,5.714,0.5203448130401865
2024-07-17T12:00:00Z,5.714,0.5074206988605212
2024-07-17T12:15:00Z,5.66,0.518923644185034
2024-07-17T12:30:00Z,5.66,0.5190193174393541
2024-07-17T12:45:00Z,5.606,0.5121030733861262
2024-07-17T13:00:00Z,5.606,0.5055715960649266
2024-07-17T13:15:00Z,5.66,0.5147970407961627
2024-07-17T13:30:00Z,5.66,0.5120497760543289
2024-07-17T13:45:00Z,5.66,0.5151717046905198
2024-07-17T14:00:00Z,5.768,0.5021936110360546
2024-07-17T14:15:00Z,5.876,0.5073571895481727
2024-07-17T14:30:00Z,5.93,0.5092275894479141
2024-07-17T14:45:00Z,6.038,0.5205383696921724
2024-07-17T15:00:00Z,6.146,0.5055392138371898
2024-07-17T15:15:00Z,6.307,0.4922194115162216
2024-07-17T15:30:00Z,6.415,0.5061272580587833
2024-07-17T15:45:00Z,6.631,0.5064268090885177
2024-07-17T16:00:00Z,6.792,0.5037216474120055
2024-07-17T16:15:00Z,7.007,0.5058065463535055
2024-07-17T16:30:00Z,7.221,0.49463507042922666
2024-07-17T16:45:00Z,7.382,0.501199311978244
2024-07-17T17:00:00Z,7.65,0.509869012858467
2024-07-17T17:15:00Z,7.864,0.5177899589500875
2024-07-17T17:30:00Z,8.077,0.4989322689369989
2024-07-17T17:45:00Z,8.291,0.5118570379739517
2024-07-17T18:00:00Z,8.504,0.4863711332422572
2024-07-17T18:15:00Z,8.77,0.49514691035738784
2024-07-17T18:30:00Z,8.982,0.5061478457342014
2024-07-17T18:45:00Z,9.195,0.4967294446368284
2024-07-17T19:00:00Z,9.46,0.4955962778305717
2024-07-17T19:15:00Z,9.354,0.49394960666721577
2024-07-17T19:30:00Z,9.407,0.4795068495205365
2024-07-17T19:45:00Z,9.301,0.4925280285262589
2024-07-17T20:00:00Z,9.195,0.4800202993061888
2024-07-17T20:15:00Z,9.089,0.504425925277625
2024-07-17T20:30:00Z,9.035,0.4902081520104538
2024-07-17T20:45:00Z,8.982,0.4859211927689507
2024-07-17T21:00:00Z,9.089,0.5016030838139199
2024-07-17T21:15:00Z,9.089,0.5029069275962481
