Date.and.Time,Temperature..C.,discharge
2024-07-15T23:00:00Z,11.048,1.805658502283916
2024-07-15T23:15:00Z,10.996,1.8566269031605147
2024-07-15T23:30:00Z,11.048,1.8504571341629392
2024-07-15T23:45:00Z,11.152,1.8987093822501016
2024-07-16T00:00:00Z,11.152,1.875425207930431
2024-07-16T00:15:00Z,11.048,1.9006919710594865
2024-07-16T00:30:00Z,11.048,1.889665414433416
2024-07-16T00:45:00Z,11.1,1.9533179504883968
2024-07-16T01:00:00Z,11.048,1.9361612861556616
2024-07-16T01:15:00Z,10.996,1.9996245465107012
2024-07-16T01:30:00Z,10.891,2.0101479382088354
2024-07-16T01:45:00Z,10.787,1.9905106153735437
2024-07-16T02:00:00Z,10.63,2.037954326195697
2024-07-16T02:15:00Z,10.473,2.1295591577163115
2024-07-16T02:30:00Z,10.316,2.061262471825653
2024-07-16T02:45:00Z,10.159,2.1260189213221317
2024-07-16T03:00:00Z,10.002,2.1602457602294716
2024-07-16T03:15:00Z,9.845,2.161436911172899
2024-07-16T03:30:00Z,9.687,2.14344054885011
2024-07-16T03:45:00Z,9.53,2.179076763360333
2024-07-16T04:00:00Z,9.425,2.176435811554967
2024-07-16T04:15:00Z,9.267,2.1441297690639223
2024-07-16T04:30:00Z,9.162,2.2070368811742123
2024-07-16T04:45:00Z,9.056,2.2421479513343265
2024-07-16T05:00:00Z,8.898,2.197988967674712
2024-07-16T05:15:00Z,8.846,2.2097641448429166
2024-07-16T05:30:00Z,8.74,2.1812781793510285
2024-07-16T05:45:00Z,8.582,2.2518685632411755
2024-07-16T06:00:00Z,8.529,2.243554991861947
2024-07-16T06:15:00Z,8.423,2.155748225837286
2024-07-16T06:30:00Z,8.318,2.2260230232542337
2024-07-16T06:45:00Z,8.318,2.2405556270556075
2024-07-16T07:00:00Z,8.212,2.123801319162118
2024-07-16T07:15:00Z,8.106,2.1510000035427588
2024-07-16T07:30:00Z,8.053,2.1664592075795537
2024-07-16T07:45:00Z,7.947,2.1717899131994107
2024-07-16T08:00:00Z,7.894,2.2246857674238107
2024-07-16T08:15:00Z,7.841,2.194455557338331
2024-07-16T08:30:00Z,7.788,2.1871410075209523
2024-07-16T08:45:00Z,7.682,2.1535642502474492
2024-07-16T09:00:00Z,7.629,2.169154848297888
2024-07-16T09:15:00Z,7.629,2.137097763276937
2024-07-16T09:30:00Z,7.576,2.214841938390067
2024-07-16T09:45:00Z,7.523,2.1933842491535063
2024-07-16T10:00:00Z,7.47,2.093090193144735
2024-07-16T10:15:00Z,7.47,2.0587132022862096
2024-07-16T10:30:00Z,7.417,2.1096186660298932
2024-07-16T10:45:00Z,7.363,2.0433127496842785
2024-07-16T11:00:00Z,7.363,2.060607994361175
2024-07-16T11:15:00Z,7.31,2.057069458865775
2024-07-16T11:30:00Z,7.257,2.0534719640811603
2024-07-16T11:45:00Z,7.204,2.05963102509228
2024-07-16T12:00:00Z,7.151,2.087493608158056
2024-07-16T12:15:00Z,7.098,2.037547566242361
2024-07-16T12:30:00Z,7.151,2.079637710235842
2024-07-16T12:45:00Z,7.098,2.0631120336089266
2024-07-16T13:00:00Z,7.044,2.028460708146099
2024-07-16T13:15:00Z,7.044,2.0606115773564153
2024-07-16T13:30:00Z,7.044,1.9901677367746489
2024-07-16T13:45:00Z,6.991,1.9762992828880368
2024-07-16T14:00:00Z,6.991,2.007340598167443
2024-07-16T14:15:00Z,7.044,1.9792832551777728
2024-07-16T14:30:00Z,7.098,1.9691438498794065
2024-07-16T14:45:00Z,7.098,1.956658493738744
2024-07-16T15:00:00Z,7.151,1.9551145105782397
2024-07-16T15:15:00Z,7.204,1.8953952720834557
2024-07-16T15:30:00Z,7.257,1.9123561955001676
2024-07-16T15:45:00Z,7.363,1.987834144911217
